100060	Kareena	9
100060	Fida	8
100060	Mere_Jeevan_Saathi_(2006_film)	7
100060	Talaash:_The_Hunt_Begins...	6
100060	Tashan_(film)	5
100060	Love_U_Zindagi	4
100060	Silver_Star_(charity)	3
100060	Mujhe_Kucch_Kehna_Hai	2
100060	Gori_Tere_Pyaar_Mein	1
100060	Ra1	0
100145	Silver_Surfer_(comic_book)	9
100145	Silver_Surfer_(disambiguation)	8
100145	Silver_Surfer	7
100145	Tyrant_(Marvel_Comics)	6
100145	Mephisto_(comics)	5
100145	Silver_Surfer_(video_game)	4
100145	Spinsterhood	3
100145	Silver_Surfer_(TV_series)	2
100145	Ron_Lim	1
100145	Alicia_Masters	0
100243	List_of_Kung_Fu_Panda_characters	9
100243	Jennifer_Yuh_Nelson	8
100243	Kung_Fu_Panda	7
100243	Kung_Fu_Panda:_Secrets_of_the_Scroll	6
100243	List_of_Kung_Fu_Panda:_Legends_of_Awesomeness_episodes	5
100243	Master_Po	4
100243	Kung_Fu_Panda_2	3
100243	Kung_Fu_Panda:_Legendary_Warriors	2
100243	Kung_Fu_Panda_(franchise)	1
100243	Kung_Fu_Panda_World	0
100245	Andrea_Bowen	9
100245	Julie_Bowen	8
100245	Samantha_Bowen	7
100245	Andrew_Bowen	6
100245	Edward_Bowen	5
100245	Mark_Bowen	4
100245	Dennis_Bowen	3
100245	Julie_Mayer_(Desperate_Housewives)	2
100245	David_Bowen	1
100245	Stephen_Bowen_(astronaut)	0
100261	Elk_Cove_(Oregon)	9
100261	Mount_Mitchell_(Oregon)	8
100261	Hood_River_(Oregon)	7
100261	Badger_Creek_Wilderness	6
100261	Mount_Hood_(disambiguation)	5
100261	Hood_River_Valley	4
100261	Mount_Hood_Parkdale,_Oregon	3
100261	Lost_Lake_(Hood_River_County,_Oregon)	2
100261	Mount_Hood,_Oregon	1
100261	Timberline_Trail	0
100271	Hyland's	9
100271	See_You_in_Valhalla	8
100271	XOXO_(2016_film)	7
100271	Ann_Hyland	6
100271	Sarah_Hyland	5
100271	Hyland_Airport	4
100271	The_Audrey_Hepburn_Story	3
100271	Paul_Hyland	2
100271	Willie_Hyland	1
100271	Pat_Hyland_(jockey)	0
100318	Southern_Hospitality_(song)	9
100318	List_of_Adult_Top_40_number-one_songs_of_the_2010s	8
100318	List_of_number-one_singles_of_the_2010s_(Hungary)	7
100318	Say_It_with_Love	6
100318	Lovesick_(EliZe_song)	5
100318	Here_Is_Gone	4
100318	Sleep_Walk	3
100318	Driving_Under_the_Influence_(song)	2
100318	Mikaila_(album)	1
100318	List_of_Billboard_Mainstream_Top_40_number-one_songs_of_2005	0
100320	USS_John_S._McCain	9
100320	USS_John_S._McCain_(DDG-56)	8
100320	Roberta_McCain	7
100320	Faith_of_My_Fathers	6
100320	John_S._McCain_Sr.	5
100320	McCain	4
100320	USS_John_S._McCain_(DL-3)	3
100320	John_S._McCain_Jr.	2
100320	USS_Dentuda_(SS-335)	1
100320	Black_McCains	0
100446	Shomu_Mukherjee	9
100446	Pathar_Ke_Insan	8
100446	Mukherjee-Samarth_family	7
100446	Deb_Mukherjee	6
100446	Lover_Boy_(1985_film)	5
100446	Eric_Chia	4
100446	David_P._Richardson_(Pennsylvania_politician)	3
100446	Saleh_Morsi	2
100446	Alfred_W._Toone	1
100446	Nanha_Shikari	0
100467	Unpublished_and_uncollected_works_by_Stephen_King	9
100467	Storm_of_the_Century	8
100467	Philtrum_Press	7
100467	Mile_81	6
100467	Revival_(novel)	5
100467	The_New_Lieutenant's_Rap	4
100467	Quitters,_Inc.	3
100467	The_Monkey	2
100467	The_Woman_in_the_Room	1
100467	Books_about_Stephen_King	0
100487	Baltic_Uplands	9
100487	Nasva_(stream)	8
100487	Miss_Baltic_Sea	7
100487	Estonia_national_football_team_1991	6
100487	1931_Baltic_Cup	5
100487	Governor-General_of_Baltic_provinces	4
100487	Baltic_League_(ice_hockey)	3
100487	2001_Baltic_Cup	2
100487	Estonia–Russia_border	1
100487	1938_Baltic_Cup	0
10051	Stomp_the_Yard_(soundtrack)	9
10051	Stomp_the_Yard:_Homecoming	8
10051	Trouble_Sleeping_(film)	7
10051	Andhra_Kesari	6
10051	Stomp_rocket	5
10051	Stomp_the_Yard	4
10051	Gregory_Anderson_(screenwriter)	3
10051	Bristol_Stomp	2
10051	Luke_Cresswell	1
10051	Poppin'_(song)	0
10052	Stomp_the_Yard_(soundtrack)	9
10052	Stomp_the_Yard:_Homecoming	8
10052	Trouble_Sleeping_(film)	7
10052	Stomp_rocket	6
10052	Stomp_the_Yard	5
10052	Gregory_Anderson_(screenwriter)	4
10052	Bristol_Stomp	3
10052	Luke_Cresswell	2
10052	Poppin'_(song)	1
10052	Scotland_Yard_(board_game)	0
100615	Robin_Walker_(game_designer)	9
100615	Fortress_Forever	8
100615	Team_Fortress_2	7
100615	Robin_Walker_(disambiguation)	6
100615	Gang_Garrison_2	5
100615	Team_Fortress_Classic	4
100615	GameSurge	3
100615	Fortress_2	2
100615	TF2	1
100615	The_Heavy	0
100617	Roger_Mayweather	9
100617	Mayweather_Promotions	8
