test0	doc5	9
test0	doc0	8
test0	doc1457694	7
test0	doc1	6
test0	doc1457684	5
test0	doc169223	4
test0	doc296191	3
test0	doc2596734	2
test0	doc1057347	1
test0	doc2078741	0
test1	doc6	9
test1	doc1234570	8
test1	doc1977618	7
test1	doc1446618	6
test1	doc1078746	5
test1	doc1977613	4
test1	doc7	3
test1	doc827555	2
test1	doc827556	1
test1	doc2007818	0
test10	doc558560	9
test10	doc127	8
test10	doc558564	7
test10	doc130	6
test10	doc118	5
test10	doc558551	4
test10	doc558555	3
test10	doc122	2
test10	doc558558	1
test10	doc558562	0
test100	doc3254	9
test100	doc3256	8
test100	doc766388	7
test100	doc1054415	6
test100	doc720705	5
test100	doc1176905	4
test100	doc3255	3
test100	doc932826	2
test100	doc946474	1
test100	doc1054402	0
test1000	doc35360	8
test1000	doc35348	7
test1000	doc1123391	6
test1000	doc35354	5
test1000	doc422940	4
test1000	doc28640	3
test1000	doc35350	2
test1000	doc35358	1
test1000	doc35352	0
test1001	doc35373	9
test1001	doc1471856	8
test1001	doc35368	7
test1001	doc35372	6
test1001	doc1134032	5
test1001	doc384489	4
test1001	doc1471861	3
test1001	doc1728833	2
test1001	doc1568794	1
test1001	doc134823	0
test1002	doc35402	9
test1002	doc364122	8
test1002	doc494548	7
test1002	doc1215540	6
test1002	doc357342	5
test1002	doc652000	4
test1002	doc1007657	3
test1002	doc2008925	2
test1002	doc2476288	1
test1002	doc1289581	0
test1003	doc142197	9
test1003	doc150424	8
test1003	doc150394	7
test1003	doc150413	6
test1003	doc35415	5
test1003	doc150420	4
test1003	doc135783	3
test1003	doc752046	2
test1003	doc150384	1
test1003	doc35419	0
test1004	doc419991	9
test1004	doc2447041	8
test1004	doc419986	7
test1004	doc419956	6
test1004	doc419958	5
test1004	doc1617429	4
test1004	doc419990	3
test1004	doc419994	2
test1004	doc419992	1
test1004	doc2290196	0
test1005	doc1308129	9
test1005	doc35449	8
test1005	doc35443	7
test1005	doc2343665	6
test1005	doc35461	5
test1005	doc795459	4
test1005	doc35439	3
test1005	doc35452	2
test1005	doc792188	1
test1005	doc1161456	0
test1006	doc1458466	9
test1006	doc368197	8
test1006	doc895597	7
test1006	doc2529685	6
test1006	doc149901	5
test1006	doc149899	4
test1006	doc1458467	3
test1006	doc35479	2
test1006	doc542615	1
test1006	doc2093543	0
test1007	doc35488	9
test1007	doc35492	8
test1007	doc35608	7
test1007	doc35596	6
test1007	doc35611	5
test1007	doc35609	4
test1007	doc35572	3
test1007	doc35612	2
test1007	doc35493	1
test1007	doc84958	0
test1008	doc1812805	9
test1008	doc1128127	8
test1008	doc1140095	7
test1008	doc1812852	6
test1008	doc35681	5
test1008	doc1128121	4
test1008	doc35672	3
test1008	doc35684	2
test1008	doc1128123	1
test1008	doc1128152	0
test1009	doc35719	9
test1009	doc106354	1
test1009	doc283998	7
test1009	doc35723	6
test1009	doc639195	5
test1009	doc388501	4
test1009	doc1164619	3
test1009	doc285726	2
test1009	doc106372	0
test101	doc1179946	9
test101	doc3277	8
test101	doc3282	7
test101	doc1523958	6
test101	doc3273	5
test101	doc427217	4
test101	doc1343365	3
test101	doc3285	2
test101	doc3281	1
test101	doc249595	0
test1010	doc2172359	9
test1010	doc336830	8
test1010	doc227084	7
test1010	doc2676428	6
test1010	doc724195	5
test1010	doc52482	4
test1010	doc1979628	3
test1010	doc227083	2
test1010	doc2465577	1
test1010	doc1667047	0
test1011	doc146409	9
test1011	doc146413	8
test1011	doc35746	7
test1011	doc18892	6
test1011	doc2618504	5
test1011	doc2618499	4
test1011	doc35759	3
test1011	doc35745	2
test1011	doc18903	1
test1011	doc35754	0
test1012	doc126693	9
test1012	doc35763	8
test1012	doc2433483	7
test1012	doc35762	1
test1012	doc126694	5
test1012	doc126697	4
test1012	doc1721180	3
test1012	doc126698	2
test1012	doc126690	0
test1013	doc35769	9
test1013	doc35767	8
test1013	doc429801	7
test1013	doc35768	6
test1013	doc680149	5
test1013	doc1317509	4
test1013	doc429778	3
test1013	doc429743	2
test1013	doc35766	1
test1013	doc429781	0
test1014	doc1279159	9
test1014	doc35794	8
test1014	doc1732340	7
test1014	doc35792	6
test1014	doc620406	5
test1014	doc35772	4
test1014	doc35799	3
test1014	doc1451994	2
test1014	doc35819	1
test1014	doc1916113	0
test1015	doc35837	9
test1015	doc1905075	8
test1015	doc1905077	7
test1015	doc1905074	6
test1015	doc1905069	5
test1015	doc873541	4
test1015	doc35843	3
test1015	doc872872	2
test1015	doc1905076	1
test1015	doc35838	0
test1016	doc35856	9
test1016	doc35859	8
test1016	doc35855	7
test1016	doc35862	6
test1016	doc35861	5
test1016	doc35857	4
test1016	doc35860	3
test1016	doc35858	2
test1016	doc428249	1
test1016	doc2342553	0
test1017	doc821746	9
test1017	doc821739	8
test1017	doc35863	7
test1017	doc35878	6
test1017	doc35887	5
test1017	doc35865	4
test1017	doc2101983	3
test1017	doc2681352	2
