INEX_LD-2009022	<dbpedia:Sichuan_cuisine>	9
INEX_LD-2009022	<dbpedia:Szałot>	8
INEX_LD-2009022	<dbpedia:Peter_Chang_(chef)>	7
INEX_LD-2009022	<dbpedia:Bryndzové_halušky>	6
INEX_LD-2009022	<dbpedia:Hungarian_cuisine>	5
INEX_LD-2009022	<dbpedia:Wodzionka>	4
INEX_LD-2009022	<dbpedia:Wazwan>	3
INEX_LD-2009022	<dbpedia:Tekwan>	2
INEX_LD-2009022	<dbpedia:Funšterc>	1
INEX_LD-2009022	<dbpedia:Goulash>	0
INEX_LD-2009039	<dbpedia:Ancient_Roman_architecture>	9
INEX_LD-2009039	<dbpedia:Architecture_of_Rome>	8
INEX_LD-2009039	<dbpedia:Roman_temple>	7
INEX_LD-2009039	<dbpedia:Roman_theatre_(structure)>	6
INEX_LD-2009039	<dbpedia:Domvs_Romana>	5
INEX_LD-2009039	<dbpedia:Porticus_Octaviae>	4
INEX_LD-2009039	<dbpedia:De_architectura>	3
INEX_LD-2009039	<dbpedia:Roman_Architectural_Revolution>	2
INEX_LD-2009039	<dbpedia:Roman_engineering>	1
INEX_LD-2009039	<dbpedia:Outline_of_classical_architecture>	0
INEX_LD-2009053	<dbpedia:Saab_Automobile>	9
INEX_LD-2009053	<dbpedia:Sisu_Auto>	8
INEX_LD-2009053	<dbpedia:Valmet_Automotive>	7
INEX_LD-2009053	<dbpedia:Saab_90>	6
INEX_LD-2009053	<dbpedia:Saab_9000>	5
INEX_LD-2009053	<dbpedia:Sisu_SA-240>	4
INEX_LD-2009053	<dbpedia:Sisu_KB-45>	3
INEX_LD-2009053	<dbpedia:Saab_9-3>	2
INEX_LD-2009053	<dbpedia:Sisu_S-21>	1
INEX_LD-2009053	<dbpedia:Saab_Group>	0
INEX_LD-2009061	<dbpedia:Battle_of_Villers-Bocage>	9
INEX_LD-2009061	<dbpedia:Falaise_pocket>	8
INEX_LD-2009061	<dbpedia:Normandy_American_Cemetery_and_Memorial>	7
INEX_LD-2009061	<dbpedia:Battle_for_Caen>	6
INEX_LD-2009061	<dbpedia:Écouché_in_the_Second_World_War>	5
INEX_LD-2009061	<dbpedia:Normandy_Campaign>	4
INEX_LD-2009061	<dbpedia:Normandy_(French_region)>	3
INEX_LD-2009061	<dbpedia:Battle_of_Carentan>	2
INEX_LD-2009061	<dbpedia:Norman_Cota>	1
INEX_LD-2009061	<dbpedia:List_of_Allied_forces_in_the_Normandy_Campaign>	0
INEX_LD-2009062	<dbpedia:Group_(online_social_networking)>	9
INEX_LD-2009062	<dbpedia:Social_purchasing_network>	8
INEX_LD-2009062	<dbpedia:Social_circle>	7
INEX_LD-2009062	<dbpedia:Grouper_social_club>	6
